"title","description","is_spam"
"Kami Pusat Uji Kesehatan Manggala sebagai provider MCU PT Bank Mandiri, menjadwalkan Anda MCU tgl 16 Agus 2016 di Manggala wanabakti blok II/III lt 2 jl Gatot Subroto Jkt Pusat.Mohon tiba jam 08.00.Lokasi dekat stasiun KA Palmerah (dr stasiun hanya jalan kaki) dan ged MPR & ged Dept kehutanan.Puasa dr jam 22.00 hingga tiba di manggala.Selama puasa hanya boleh minum air putih. Bawa ftcopy  KTP 1 lbr & Alat tulis, Pakaian Rapi & Sopan. MOHON SEGERA KOMFIRMASI, HADIR/TIDAK_NAMA
                                                       TTD, maiga",,1
"Kami Pusat Uji Kesehatan Manggala sebagai provider MCU PT Bank Mandiri, menjadwalkan Anda MCU tgl 16 Agus 2016 di Manggala wanabakti blok II/III lt 2 jl Gatot Subroto Jkt Pusat.Mohon tiba jam 08.00.Lokasi dekat stasiun KA Palmerah (dr stasiun hanya jalan kaki) dan ged MPR & ged Dept kehutanan.Puasa dr jam 22.00 hingga tiba di manggala.Selama puasa hanya boleh minum air putih. Bawa ftcopy  KTP 1 lbr & Alat tulis, Pakaian Rapi & Sopan. MOHON SEGERA KOMFIRMASI, HADIR/TIDAK_NAMA
                                                       TTD, maiga",,1
"Isi ulang Kuota++ 9GB berhasil, dan kuota tlh ditambahkan. Info kartu Tri di *123# atau di BimaTri. Download apps sepuasnya HNY Rp5500/mgg di 3SHOP, hub *393*1#",,1
"Kamu dpt BONUS BICARA 24 jam ke semua Tri yang berlaku di 16 kota, cek di *111# pilih isi ulang promo atau http://tri.co.id/pulsa/bonusbicara",,1
"Pengisian Rp150000 sukses. Masa aktif s/d 08/09/2026. Akhir masa tenggang 08/10/2026.Mau kuota hemat 300MB(Rp10rb)?ketik MAU(spasi)300MB kirim ke 234/*123*3*3# ",,1
"Use mPIN only for Financial Transactions. Please do not give to anyone else!
                                                       Valid until 14Aug16 22:49
                                                       199603
                                                       708540
                                                       031839
                                                       Ref no. RB3032602757",,1
"Isi ulang Kuota++ 300MB berhasil, dan kuota tlh ditambahkan. Info kartu Tri di *123# atau di BimaTri. Download apps sepuasnya HNY Rp5500/mgg di 3SHOP, hub *393*1#",,1
"Terima kasih telah mendownload JENIUS. Untuk bantuan pembuatan akun JENIUS, hub. 1500365, Line: @jeniushelp. Tim kami akan dengan senang hati membantu.",,1
"EXTRA KUOTA 100MB! Untuk setiap pembelian Internet 1GB (3 hari) seharga Rp10000 dptkan extra kuota 100MB (1 hari). Balas SMS ini dgn ketik LY utk membeli. N128",,1
"Traveloka.com: Ringkasan E-tiket Anda
                                                         17-08-2016/20:10/CITILINK QG-961/LOP-CGK
                                                       CGK-LOP/A8JLSJ
                                                         Jumlah: 1 penumpang",,1
"Confidential:
                                                       Paycode for CIMB Clicks transaction is
                                                       625314 
                                                       Valid until 13Aug16 23:23.
                                                       Reference: RB5041822852",,1
"Your Jenius verification code: 955100",,1
"Telegram code 33451",,1
"G-512015 is your Google verification code.",,1
"WhatsApp code 959-396.
                                                       
                                                       You can also tap on this link to verify your phone: v.whatsapp.com/959396",,1
"Selamat!!  anda Mendpt hadiah Rp. 75 juta. Dari TELKOMSEL point ""Edisi september"" Hub kntr pusat : 082375271777 (Ir. Dwi Hartanto)",,0
"Slmt!! No anda Mendpt hadiah Rp. 75 juta. dari TELKOMSEL poin. Diundi tadi mlm Pukul 23:30.wi Di RCTI.Info Hub : 085377177138.IR. SERIANTO. Pengirim : *777",,0
"Yank, isikan dl pulsa di no as ini 085323048677 nanti gw gantiin.Penting bget nih krn barusan bos gw nelpon gw tgguin yach…",,0
"Kirim ke Bank BCA No. Rek : 2731.7942.96 A/n : ANDRIANTO DJUNAEDI usahakan hari ini trms",,0
"TOUR-TRAVEL dptkan tiket pesawat, promo domestik & internasional mudah/aman, booking Online 24 jam hub telp : 081314447669 atau websete di : www.lion-airtravel.com.",,0
"CAHAYA TRAVEL TIKET Murah & promo untuk penerbangan Domestic & Internasional ONLINE BOOKING 24 jam hub 081310537888 kelik www.cahayatourtravel.com",,0
"toko bursa cuci gudang diskon 60% BB DAKOTA ; 2,3 JT, TOCH ; 1,6 JT, GEMINI ; 1 JT, LAPTOP INFO : 085322222369 PIN BB : 2A6FB800E www.shopinbursabb.blogspot.com",,0
"TOP100 CELLULER Discound 25% BB DACOTA RP. 3,9 jt, BB ONYX3 Rp 3 jt, BB GEMINI Rp  1 jt, Laptop\KAMERA, iphone ; dll, info kunjungi www.top100-celluler.com pin ; BB, 2A95596A",,0
"PROMO CUCI GUDANG Blackberry, samsung, apple, dan laptop beli 2 dpt 3 info call : 082193609797, pin bb ; 27514362 FB ; caturgadget@ymail.com",,0
"Sy Dr. Hj FATIMA sdh cocok mengenai Rumah dan Tanah Bpk/Ibu, tlg jgn ditawarkan lg ke yg lain. Soal Hrg negosiasi ke suami sy di 082375833300 Dr. H. HENDRA IRAWAN",,0
"RUMAH&TANAH yg mau di jual,sy IBU AYU sdh SURVEI dan berminat u/membeli Mslh hrg Mhn hub suami saya 085282157222 Dr.HJ.SOPIAN",,0
"Pelanggan Yth; No.Anda resmi terpilih sebagai pemenang ke 2 dari UNDIAN PT.M-TRONIK Pin Anda 25e477r silakan cek pin anda di; www.thr-mtronik.tk.",,0
"Ini Mama, sekarang Mama lagi di kantor polisi, ada urusan penting. Mama pakai nomor handphone teman. Dompet Mama tertinggal tadi. Tolong segera kirim pulsa ke nomor ini 0898373637 tolong kirim sekarang penting banget",,0
"Tolong Uangnya Ditransfer Sekarang Aja Ke bank BNI : 022 – 741 -3***. A/n FRISKA ANANDA dan sms      reply  saja kalau Sudah Di transfer , Trimakasih .",,0
"Ini aku Nia, aku pengen ketemu sama kamu. Kapan kamu ada waktu? Aku lagi kesepian banget, butuh kamu. Telepon aku ke no 08091222XXX yah. Aku tunggu!",,0
"ALARM: ""[ETL][production-analisis][Warning] Advertisements RowsExtra..."" in Asia Pacific - Singapore http://opsg.in/i/609",,1
"ALARM: ""[ETL][production-analisis][Warning] Advertisements RowsExtra..."" in Asia Pacific - Singapore http://opsg.in/i/601",,1
"Slmt,km dpt BONUS 3GB utk nonton film WARKOP di http://goo.gl/DYfGR3 (klikfilm.net). Cek sisa kuota: INFO(spasi)WARKOP kirim ke 234. N228",,1
"Isi ulang Kuota++ 9GB berhasil, dan kuota tlh ditambahkan. Info kartu Tri di *123# atau di BimaTri. Download apps sepuasnya HNY Rp5500/mgg di 3SHOP, hub *393*1#",,1
"Pengisian Rp150000 sukses. Masa aktif s/d 27/03/2027. Akhir masa tenggang 26/04/2027.Mau kuota hemat 300MB(Rp10rb)?ketik MAU(spasi)300MB kirim ke 234/*123*3*3# ",,1
"Kamu dpt BONUS BICARA 24 jam ke semua Tri yang berlaku di 16 kota, cek di *111# pilih isi ulang promo atau http://tri.co.id/pulsa/bonusbicara",,1
"Use mPIN only for Financial Transactions. Please do not give to anyone else!
                                                       Valid until 23Sep16 20:15
                                                       459078
                                                       242278
                                                       332269
                                                       Ref no. RB3033663509",,1
"Mau nonton semua film Warkop GRATIS 7 hari non stop dimana aja
                                                       dan kapan aja? cukup tekan *100*5#. Info: 123",,0
"Ini yg d,senayan",,1
"Waspada penipuan SMS/telp mengaku dr Bank! CIMBNiaga tdk prnh minta User ID,Password,Passcode,PIN CIMBClicks/GoMobile dg alasan apapun. Jgn berikan kpd siapapun",,1
"Oke.",,1
"ALARM: ""[Redshift][Orange] CPU Utilization"" in Asia Pacific - Singapore http://opsg.in/i/569",,1
"Mas kirimin lagi alamat ya k,nomor ini aja.",,1
